x,y,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
107.000,448.000,0.417,-0.203,0.888,-0.870,-0.040,-0.133,0.426,-0.108,-0.505,0.397
76.000,430.000,0.267,-0.074,-0.504,-0.563,0.584,0.468,-0.424,0.025,0.318,1.315
173.000,432.000,0.160,0.219,-0.200,0.148,0.299,0.904,-0.438,-0.349,0.195,0.283
204.000,187.000,-0.405,-0.540,0.004,0.301,0.393,0.329,0.325,0.116,0.171,-0.075
198.000,421.000,0.246,-0.851,-0.170,-0.209,-0.784,-0.889,0.819,0.766,-0.210,0.823
352.000,34.000,0.477,0.398,0.296,0.362,-0.892,-0.143,-0.500,-0.419,-0.574,-0.899
99.000,168.000,-0.149,0.669,0.940,-0.437,0.418,0.446,-0.131,-0.311,-0.362,-0.426
45.000,256.000,-0.203,0.126,0.115,-1.131,-0.257,0.420,0.372,-0.314,0.670,0.039
409.000,400.000,-0.267,0.261,-0.343,-0.883,0.426,-0.056,-0.040,0.153,0.471,0.646
374.000,121.000,0.442,-1.047,-0.080,-0.849,-0.798,0.461,-0.364,-0.125,0.510,0.601
340.000,39.000,-0.575,-0.853,-0.087,-0.826,0.859,0.805,0.326,0.184,0.778,0.882
493.000,188.000,-1.096,-0.690,0.366,-0.658,0.660,0.430,0.774,-0.100,0.142,-0.607
100.000,70.000,-0.279,-1.034,-0.235,0.658,-0.312,0.667,0.566,-0.174,0.453,-0.462
195.000,56.000,-0.263,0.445,-0.399,0.879,-0.188,-0.454,0.525,0.105,0.157,-0.628
141.000,200.000,0.331,0.806,0.789,0.491,-0.488,-0.073,-0.947,0.653,0.640,0.073
473.000,239.000,-0.103,0.012,-0.136,0.633,0.117,0.667,-0.305,-0.492,-0.310,-0.677
500.000,185.000,0.420,-0.323,0.277,0.748,0.522,0.400,0.649,0.284,0.141,0.986
273.000,416.000,-0.207,-0.581,0.973,-0.832,0.244,0.141,-0.215,-0.021,-0.544,-0.220
397.000,193.000,0.074,0.866,-0.914,0.332,-0.034,0.546,-0.761,-0.672,0.002,-0.392
227.000,62.000,-0.329,-0.232,0.859,-1.003,0.603,-0.641,-0.814,0.795,-0.317,0.434
324.000,29.000,-0.187,0.796,-0.550,-0.358,-0.223,0.456,-0.288,-0.475,0.567,-0.330
305.000,407.000,-0.416,-0.879,0.193,-0.234,1.187,-0.741,0.931,0.561,-0.724,0.658
117.000,256.000,0.635,0.674,0.041,0.266,-0.292,0.212,-0.143,-0.370,-0.172,0.106
23.000,353.000,0.502,-0.727,0.479,-0.338,-1.025,0.642,-0.052,-0.610,-0.097,-0.412
95.000,207.000,-0.144,-0.367,0.313,-0.372,0.344,-0.406,0.323,0.402,-0.111,0.398
241.000,419.000,-0.367,-0.998,0.408,0.002,0.388,0.206,-0.860,0.726,0.270,0.329
434.000,350.000,0.532,0.821,-0.593,0.393,-0.483,-0.804,0.670,-0.451,-0.636,-0.275
237.000,305.000,0.263,0.201,-0.538,-0.935,-0.106,0.164,-0.895,-0.491,-0.253,0.260
136.000,30.000,-0.332,-0.437,0.781,0.331,0.393,0.822,0.250,-0.050,0.058,-0.363
121.000,437.000,0.079,-0.985,-0.544,0.621,-0.157,0.270,0.214,-0.461,-0.567,-0.413
283.000,157.000,-0.016,0.865,0.220,0.456,-0.933,0.963,-0.173,-0.230,0.403,-0.669
142.000,220.000,0.042,-0.663,0.017,0.727,0.489,0.099,-0.807,0.555,-0.154,0.471
172.000,346.000,-0.141,-0.174,0.779,-0.541,1.056,0.893,-0.700,-0.369,-0.834,0.045
211.000,79.000,-0.536,0.681,-0.686,0.004,-0.562,-1.253,0.456,0.299,0.384,-0.751
22.000,203.000,-0.513,0.445,0.455,0.541,-0.025,0.046,1.065,0.122,0.548,-0.708
342.000,323.000,-0.321,-0.763,-0.714,-0.126,0.340,-0.438,-0.783,0.421,-0.169,0.302
348.000,382.000,-0.002,-0.275,-0.936,-0.085,0.757,-0.059,0.040,-0.313,-0.681,0.477
499.000,305.000,1.270,0.933,-0.122,0.383,-0.782,0.275,0.776,-0.662,0.098,0.571
257.000,458.000,0.199,0.315,0.546,0.512,0.730,-0.334,0.820,0.249,-0.550,0.441
489.000,159.000,-0.560,0.420,-0.333,-0.812,-0.536,-0.614,0.377,-0.212,0.222,-0.871
264.000,73.000,0.662,0.951,0.344,-0.839,0.437,-0.097,0.170,-0.332,-0.572,0.874
157.000,393.000,0.230,0.282,-0.305,-0.232,0.415,-0.905,0.235,0.309,-0.450,0.753
302.000,71.000,0.108,-0.121,0.491,-0.022,-0.506,0.482,0.270,-0.510,-0.125,-0.681
361.000,411.000,0.177,-0.015,-0.309,0.856,0.061,0.774,-0.125,-0.321,0.115,-0.067
470.000,212.000,-0.652,-0.338,-0.276,-0.870,0.397,-0.921,-0.421,0.896,0.377,0.511
187.000,80.000,0.515,0.189,-0.670,0.410,-0.011,0.591,-0.019,-0.233,0.451,0.769
207.000,213.000,0.188,0.181,-0.330,0.428,0.226,0.277,0.889,-0.165,0.267,0.457
279.000,369.000,-0.373,0.280,0.811,-0.810,0.385,-1.024,-0.468,0.614,-0.567,-0.137
457.000,256.000,0.392,0.745,0.903,0.027,0.883,0.443,-0.286,0.133,-0.285,0.781
72.000,378.000,0.310,0.344,1.091,-0.432,-0.027,-0.033,0.306,0.137,-0.055,0.275
440.000,427.000,0.274,0.188,0.647,-0.719,0.804,0.550,0.276,-0.001,0.033,1.121
329.000,383.000,0.816,-0.721,-0.335,-0.832,-0.580,-0.501,0.916,-0.596,-0.823,0.547
220.000,87.000,0.747,0.568,-0.477,0.125,0.386,-0.865,-0.968,0.361,-0.761,1.078
187.000,28.000,0.121,0.839,-0.227,0.592,-0.231,-0.410,-0.536,0.655,0.784,0.338
306.000,500.000,0.245,0.946,0.935,1.012,0.133,0.235,0.064,0.711,0.835,0.420
371.000,63.000,-0.932,0.667,-0.427,-0.212,0.504,0.200,0.115,-0.330,0.175,-0.875
334.000,463.000,0.364,0.765,0.011,0.040,0.762,0.016,0.769,-0.298,-0.511,0.638
357.000,64.000,0.024,-0.015,0.638,0.416,0.618,0.303,-0.376,0.098,-0.530,-0.003
392.000,116.000,1.178,0.334,0.504,0.760,0.146,0.954,0.962,-0.828,-0.639,0.598
303.000,12.000,-0.877,0.277,0.156,-0.555,0.711,-0.305,0.341,0.577,0.598,0.112
85.000,69.000,0.182,0.945,0.497,-0.463,0.307,-0.408,-0.425,-0.054,-0.674,-0.015
50.000,129.000,-0.208,-0.016,0.353,-0.061,0.543,0.540,0.676,-0.143,0.117,0.126
228.000,129.000,0.108,0.269,-0.696,0.987,-0.002,-0.080,0.159,0.207,0.420,0.243
132.000,166.000,0.168,0.924,-0.646,0.057,-0.188,-0.833,0.912,0.062,0.262,0.296
112.000,312.000,0.321,-0.619,0.672,-0.039,0.034,0.033,0.993,-0.446,-0.981,-0.189
222.000,216.000,-0.150,-0.207,-0.704,0.726,-0.511,-0.828,0.200,0.090,-0.258,-0.710
500.000,211.000,-0.169,-0.459,-0.279,-0.822,0.874,-0.626,-0.312,0.146,-0.937,0.570
154.000,28.000,-0.054,0.982,0.612,0.437,0.167,0.862,-0.362,0.130,0.876,-0.005
326.000,109.000,-0.202,-0.484,0.604,0.156,-0.149,-0.230,-0.592,0.390,-0.241,-0.480
461.000,236.000,-0.224,0.092,-0.399,-0.437,-0.075,0.585,-0.757,0.068,0.957,0.285
248.000,304.000,0.608,-0.546,-0.355,0.325,-0.065,-0.556,0.491,0.428,-0.019,1.124
72.000,202.000,0.074,-0.774,1.010,-0.610,-0.202,-0.175,0.771,0.140,-0.216,0.070
41.000,252.000,0.309,0.231,-0.578,-0.405,0.250,0.219,-0.799,-0.904,-1.191,-0.219
19.000,256.000,0.481,0.422,-0.071,0.786,-0.118,-0.152,-0.385,-0.129,-0.570,-0.148
445.000,261.000,0.452,-0.161,-0.663,1.028,-0.608,-0.716,-0.587,0.593,0.195,0.312
133.000,279.000,0.386,-0.078,-0.608,-0.825,-0.334,0.457,0.768,-0.958,-0.054,0.256
392.000,261.000,-0.347,0.477,0.775,0.218,-0.047,-0.050,-1.042,-0.133,-0.024,-0.162
284.000,498.000,-0.999,0.122,0.785,-0.781,0.807,-0.081,-0.932,0.445,-0.150,-0.564
216.000,154.000,-0.706,-0.164,0.099,-0.102,0.205,1.146,0.321,-0.278,-0.109,-0.471
293.000,361.000,0.466,0.627,-0.510,-0.668,-0.094,0.567,0.289,-0.702,0.293,0.603
305.000,423.000,0.057,0.775,0.307,-0.118,-0.353,0.993,0.115,-0.468,-0.167,-0.257
435.000,164.000,-0.303,0.398,-0.622,-0.556,-0.530,-0.966,0.837,0.419,0.963,0.195
284.000,277.000,0.316,0.356,0.761,0.823,-0.345,0.680,0.852,-0.305,-0.750,-0.400
333.000,80.000,0.057,0.647,0.656,-0.011,0.621,0.227,-0.364,0.239,-0.020,0.385
250.000,288.000,-1.265,-0.817,0.194,-0.087,0.613,-0.156,-0.895,0.161,0.003,-0.180
196.000,238.000,0.396,-0.684,-0.501,-0.075,-1.039,-0.220,0.782,-0.104,-0.505,0.217
357.000,380.000,0.273,-0.635,0.091,0.765,-0.955,-0.507,0.457,0.045,-0.261,-0.652
180.000,434.000,-0.322,-0.396,-0.513,0.605,-0.778,0.573,-0.019,0.041,0.227,-0.508
266.000,224.000,-0.068,0.529,0.969,-0.956,-0.085,-0.295,0.868,-0.259,-0.332,-0.388
72.000,91.000,-0.632,0.222,0.601,-0.347,0.409,0.789,-0.640,0.192,0.702,-0.241
391.000,399.000,-0.344,-0.549,-0.120,-0.172,-0.124,-0.320,0.869,-0.331,-0.495,-0.701
272.000,451.000,0.134,0.100,-0.739,0.730,-0.131,0.390,0.217,0.072,0.865,0.444
197.000,186.000,0.052,0.379,0.101,-0.270,-0.361,-0.919,-0.893,0.159,-0.654,-0.513
352.000,433.000,-0.178,-0.945,0.426,-0.768,-0.857,0.685,0.961,-0.523,0.563,-0.551
289.000,275.000,-0.389,-0.193,0.244,-0.002,0.394,0.589,0.531,0.183,0.742,0.247
110.000,293.000,-0.025,0.431,0.234,0.604,-0.332,0.185,-0.881,0.032,0.059,-0.703
143.000,327.000,0.121,0.149,0.063,-0.776,0.326,0.619,-0.689,-0.758,-0.733,-0.139
241.000,165.000,0.183,-0.066,0.250,-0.407,-0.729,-1.019,-0.286,0.471,-0.057,-0.051
382.000,337.000,0.421,-0.235,-0.511,0.505,0.257,-0.266,0.886,0.104,-0.097,0.876
439.000,385.000,0.671,-0.621,-0.294,-0.100,0.001,0.513,-0.705,-0.204,-0.239,0.860
108.000,432.000,0.593,-0.947,0.561,-0.207,0.192,0.590,0.253,-0.545,-0.986,0.339
448.000,282.000,0.682,0.251,-0.626,0.871,0.152,0.529,0.222,-0.683,-0.524,0.272
205.000,338.000,0.494,-0.778,0.494,0.636,0.394,-0.011,-0.513,0.297,-0.880,0.487
192.000,137.000,-0.654,-0.092,-0.494,0.646,-0.251,-0.937,0.728,0.686,0.644,-0.447
407.000,133.000,0.029,-0.314,0.177,0.507,0.079,0.284,-0.954,0.206,-0.131,-0.106
342.000,358.000,-0.449,1.109,0.291,-0.133,0.439,-0.106,0.417,0.303,-0.357,0.011
181.000,317.000,-0.679,-0.017,0.334,-0.172,-0.886,-0.893,0.700,0.110,0.848,-0.260
236.000,6.000,-0.109,-0.482,-0.888,-0.560,0.043,0.491,0.096,-0.359,0.437,0.434
249.000,495.000,0.058,0.100,-0.135,-0.217,0.112,0.252,-0.869,0.394,0.662,0.704
181.000,256.000,-0.425,0.202,-0.099,-0.201,0.388,0.341,-0.287,-1.122,-0.693,-0.245
438.000,234.000,0.622,0.229,0.708,-0.169,0.325,0.132,-0.930,-0.077,-0.893,0.409
463.000,359.000,-0.113,-0.824,-0.621,0.234,-1.230,0.143,-0.648,-0.006,0.720,-0.662
288.000,200.000,0.085,0.110,0.332,-0.275,0.168,-0.080,0.101,-0.024,-0.264,0.121
152.000,101.000,-0.183,-0.945,0.312,-0.209,0.976,0.801,-0.310,-0.031,-0.381,0.495
218.000,316.000,-0.591,0.846,0.177,-0.809,0.172,-0.709,-0.184,0.773,0.876,0.231
49.000,240.000,0.168,0.128,0.123,0.316,0.330,1.079,-0.876,-0.149,0.272,0.291
281.000,250.000,0.053,-0.630,0.089,0.500,-0.034,-0.074,-0.267,-0.349,-0.401,0.466
361.000,162.000,0.526,-0.247,1.039,-0.098,-0.141,0.449,-0.546,-0.322,-0.819,-0.199
128.000,427.000,0.877,0.649,-0.379,0.136,-0.119,0.156,-0.369,-0.193,0.015,0.904
402.000,83.000,0.476,0.126,0.779,-0.809,0.234,0.687,0.723,-0.772,-0.569,0.285
294.000,111.000,-0.128,-0.185,0.747,0.670,0.314,0.409,0.253,0.328,0.208,-0.037
135.000,198.000,-0.190,-0.580,0.152,-0.641,-0.461,-0.548,0.008,-0.328,-0.851,-0.902
171.000,185.000,0.438,0.004,1.060,-0.758,0.255,0.322,0.387,-0.006,-0.109,0.773
301.000,27.000,-0.592,-0.654,0.630,0.734,0.715,-0.543,-0.305,0.787,-0.632,-0.425
165.000,141.000,0.063,-0.856,0.647,0.443,0.092,0.792,-0.510,0.132,0.019,0.015
236.000,446.000,0.229,-0.169,0.354,0.063,0.577,0.122,0.549,0.154,-0.161,0.755
398.000,455.000,0.122,0.364,0.574,-0.514,-0.200,0.494,-0.279,-0.117,0.390,0.058
65.000,203.000,-0.014,-0.013,-0.794,0.045,-0.021,-0.825,-0.578,-0.060,-0.805,-0.286
418.000,73.000,-0.557,-0.169,-0.644,-0.360,0.918,-0.807,-0.929,0.597,-0.427,0.376
275.000,232.000,-0.358,-0.129,-0.605,0.870,-0.483,0.201,0.627,-0.139,0.638,-0.743
237.000,425.000,-0.035,0.173,0.870,0.756,-0.742,-0.587,0.732,0.830,-0.167,-0.301
239.000,22.000,0.245,0.984,-0.729,0.593,0.262,0.189,-0.756,0.249,0.662,0.718
376.000,96.000,-0.645,-0.382,0.781,-0.620,-0.017,0.317,0.683,-0.022,0.369,-0.594
341.000,256.000,-0.394,-0.805,-0.394,0.370,0.346,-0.585,0.122,0.219,-0.645,-0.300
302.000,188.000,0.696,0.725,-0.106,0.092,-0.034,0.552,-0.793,-0.662,-0.531,0.111
117.000,461.000,0.384,0.686,-0.853,0.962,-0.260,0.209,-0.317,-0.535,-0.212,-0.347
88.000,352.000,-0.817,-0.367,-0.214,-0.765,0.951,-0.475,0.869,0.562,0.383,0.627
243.000,170.000,-0.021,-0.348,0.522,0.272,-0.753,-0.374,-1.160,0.006,-0.012,-0.024
91.000,144.000,-0.240,-0.437,0.780,0.507,-0.197,0.546,-0.234,0.068,0.107,-0.740
223.000,466.000,0.148,0.349,0.603,-0.644,-0.925,0.336,-0.565,-0.122,0.626,-0.380
86.000,219.000,0.329,-0.328,-0.520,0.553,-0.153,0.291,0.739,0.012,0.583,0.661
247.000,70.000,-0.101,0.226,-0.631,0.062,-0.473,0.475,-0.632,-0.668,0.011,-0.832
455.000,333.000,0.039,-0.463,0.466,0.077,0.278,-0.249,0.596,0.424,-0.053,0.470
207.000,473.000,-0.742,0.682,-0.102,-0.668,-0.257,-0.325,0.723,0.187,1.072,-0.422
238.000,415.000,-0.307,-0.280,-0.958,0.386,0.357,-0.985,-0.305,0.600,-0.182,0.262
391.000,184.000,0.285,0.811,-0.096,0.821,1.003,0.215,0.172,-0.028,-0.396,0.608
314.000,57.000,-0.787,0.809,-0.332,-0.938,0.830,-1.042,-0.403,0.347,-0.364,-0.124
190.000,180.000,0.282,0.483,0.140,-0.053,-0.330,0.551,-0.477,0.042,0.801,0.350
262.000,383.000,0.756,0.194,-0.193,0.713,-0.636,-0.482,0.059,-0.091,-0.432,0.028
267.000,499.000,-0.152,0.466,0.674,-0.627,0.199,-0.414,0.273,0.112,-0.248,-0.111
137.000,357.000,-0.273,0.248,-0.665,-0.339,0.608,0.163,-0.187,-0.063,0.193,0.421
34.000,149.000,0.510,0.592,0.531,0.193,-0.029,-0.250,0.201,0.266,0.013,0.518
264.000,295.000,-0.550,-0.678,0.077,0.316,0.292,0.468,0.916,0.422,0.021,0.256
196.000,494.000,0.432,0.406,-0.199,-0.246,-0.279,-0.873,-0.951,0.090,-0.733,0.058
148.000,62.000,0.283,0.586,-0.711,-0.027,-0.303,-0.367,-0.384,0.348,0.739,0.725
407.000,428.000,0.031,-0.010,0.779,-0.604,0.308,0.465,0.540,-0.010,0.250,0.461
317.000,445.000,-0.555,0.191,-0.234,-0.262,0.489,0.431,-0.512,-0.229,0.012,-0.396
456.000,346.000,-0.411,0.080,0.334,-0.118,-0.416,-0.705,-1.014,0.433,-0.165,-0.895
369.000,261.000,-0.022,-0.001,0.642,-0.515,-0.436,0.731,0.253,-0.241,0.664,-0.181
230.000,412.000,0.011,0.748,0.374,0.489,0.291,0.438,0.679,0.047,0.552,0.177
425.000,235.000,0.919,0.724,-0.021,0.451,-0.791,-0.179,-0.644,0.100,0.222,0.414
243.000,111.000,-0.941,-0.015,0.695,-0.144,0.381,0.269,-0.978,0.697,0.690,-0.502
390.000,427.000,-0.235,0.823,-0.122,-0.339,-0.455,-0.302,-0.484,0.419,1.019,-0.038
17.000,172.000,-0.013,-0.283,-0.181,0.548,-0.472,0.217,0.576,0.096,0.736,-0.063
217.000,40.000,0.216,0.347,0.646,0.651,0.304,0.847,-0.646,-0.159,-0.189,-0.165
388.000,372.000,0.101,-0.778,0.235,-0.716,0.458,0.464,0.828,-0.555,-0.619,0.342
124.000,234.000,0.405,0.483,0.036,0.788,0.464,0.516,0.255,-0.040,0.111,0.602
224.000,405.000,0.593,-0.143,0.044,-1.010,-0.092,-0.055,-0.167,-0.190,-0.271,0.875
332.000,357.000,0.965,0.516,0.992,0.728,-0.203,0.296,-0.356,0.072,-0.295,0.393
203.000,453.000,0.026,0.484,0.558,-0.615,-0.324,-0.104,0.490,-0.297,-0.080,-0.398
86.000,117.000,-0.091,-0.950,0.185,-0.068,-0.381,-0.655,0.820,0.526,0.222,0.176
372.000,418.000,0.182,-0.788,-0.559,0.734,0.781,-0.085,-0.604,0.228,-0.802,0.619
165.000,268.000,0.341,-0.947,-0.771,-0.195,-0.427,0.016,-0.098,-0.592,-0.654,-0.059
177.000,409.000,-0.450,-0.344,-1.064,0.791,0.884,-0.272,-0.642,0.476,-0.133,0.317
219.000,35.000,-0.138,0.560,0.804,-0.367,0.752,-0.738,-0.747,0.835,-0.337,0.474
263.000,473.000,-0.118,0.961,-1.119,-0.569,0.075,-0.508,0.046,0.008,0.564,0.505
415.000,251.000,-0.200,0.925,0.531,-0.493,-0.066,0.683,0.873,-0.606,0.466,-0.500
293.000,490.000,-0.531,-0.152,-0.017,0.017,-0.124,0.299,0.154,-0.108,0.377,-0.673
89.000,265.000,-0.329,-0.565,-0.450,-0.286,-0.258,0.337,0.569,-0.572,0.031,-0.577
350.000,103.000,-0.026,-0.143,-0.564,0.713,-0.336,-0.741,0.051,0.619,0.416,0.143
223.000,26.000,-0.185,0.311,-0.333,-0.721,0.097,-1.275,-0.790,0.748,-0.033,0.445
272.000,494.000,-0.826,-0.478,0.778,0.715,0.324,0.555,0.138,0.677,0.893,-0.459
323.000,85.000,0.153,-0.699,-0.652,0.346,0.108,-0.655,-0.397,0.374,-0.447,0.443
127.000,323.000,0.542,-0.746,-0.884,0.177,-0.782,0.060,-0.824,-0.230,-0.074,0.179
376.000,84.000,0.683,0.823,0.592,0.344,0.924,0.735,0.896,-0.503,-0.546,0.810
214.000,17.000,-0.413,-0.116,-0.438,-0.632,0.222,-0.157,-0.659,-0.232,-0.454,-0.406
197.000,75.000,-0.157,-1.041,0.744,-0.377,-0.074,0.053,-0.305,0.542,0.208,0.211
356.000,437.000,-0.384,0.268,0.190,-1.179,-0.131,-0.599,-0.557,0.491,0.464,0.127
378.000,232.000,-0.008,0.057,0.265,0.973,0.281,0.880,0.361,-0.348,-0.041,-0.391
328.000,330.000,-0.290,-1.086,-0.267,0.269,0.161,-0.088,-0.418,0.035,-0.612,-0.389
398.000,382.000,-1.051,0.063,-0.639,0.353,0.513,-0.526,0.855,0.343,0.397,-0.531
248.000,417.000,0.058,-0.504,-0.114,-0.455,-0.195,-0.192,0.138,0.180,0.231,0.425
393.000,472.000,0.052,-0.052,0.004,0.699,-0.592,0.478,0.640,-0.728,-0.209,-1.093
428.000,228.000,-0.114,0.721,-0.415,-0.543,0.322,0.133,-0.667,-0.294,-0.085,0.025
276.000,179.000,-0.696,-0.362,-1.061,0.770,0.046,-0.370,-0.353,0.557,0.631,-0.276
297.000,47.000,0.152,0.832,1.081,1.020,-0.368,0.001,0.820,0.359,0.549,-0.393
275.000,196.000,-0.443,-0.042,-0.411,0.473,0.197,-0.361,0.782,0.426,0.557,0.061
441.000,170.000,-0.495,-0.750,-0.217,-0.344,0.599,-0.486,0.753,0.606,0.284,0.664
65.000,245.000,-0.608,-0.008,0.788,0.442,0.291,-0.566,-0.359,1.300,0.687,0.025
398.000,44.000,0.862,-0.029,-0.829,-0.212,-1.042,-0.468,0.070,-0.011,0.478,0.851
396.000,299.000,0.330,-0.345,0.881,-0.422,-0.244,-0.723,0.182,1.059,0.548,1.071
267.000,239.000,0.521,0.857,-0.643,0.034,-0.969,-0.292,-0.734,-0.443,-0.063,-0.412
22.000,230.000,0.254,0.240,0.309,-0.145,-0.792,-0.182,0.019,0.115,0.460,-0.104
86.000,273.000,0.253,0.247,-0.166,-0.022,0.333,0.249,-0.281,0.009,0.082,0.643
195.000,437.000,0.164,-0.567,0.362,0.057,0.272,0.126,-0.733,0.570,-0.886,0.728
114.000,214.000,0.035,0.046,-0.177,-0.162,0.511,0.288,-0.612,-0.134,-0.322,0.286
82.000,127.000,-0.099,0.125,-0.718,-0.093,-0.822,-0.849,0.927,0.278,0.859,0.026
451.000,378.000,0.162,0.198,-0.498,0.285,-0.369,0.211,0.553,-0.237,0.515,0.067
285.000,174.000,-0.124,0.651,-0.029,-0.716,-0.957,-0.148,0.717,-0.231,-0.084,-0.450
209.000,140.000,0.319,-0.328,-0.410,0.173,-0.714,-0.964,0.981,-0.041,-0.339,-0.128
379.000,255.000,-0.362,0.456,0.520,0.070,-0.886,-0.569,0.811,-0.131,0.811,-0.192
24.000,309.000,0.144,0.540,-0.144,-0.464,-0.433,0.693,0.549,-0.478,0.909,0.155
278.000,329.000,-0.009,0.684,-0.424,0.097,0.236,0.120,-0.707,-0.326,0.420,0.994
440.000,255.000,-0.376,-0.543,-0.317,0.767,-0.489,0.505,1.084,-0.377,0.499,-0.885
127.000,439.000,0.629,-0.012,0.915,0.517,-0.808,-0.708,-0.379,0.832,0.170,0.259
93.000,380.000,0.209,-0.302,-0.458,1.052,-0.331,-0.669,-0.487,0.549,-0.086,0.027
293.000,56.000,0.216,-0.883,0.199,-0.624,0.472,0.160,-0.057,-0.206,-0.811,0.527
186.000,41.000,-0.417,0.772,0.414,0.103,0.211,-0.491,-0.783,0.620,0.173,-0.342
87.000,405.000,0.473,-0.174,0.447,-0.344,0.163,-0.131,-0.599,0.079,-0.651,0.507
486.000,204.000,-0.114,1.153,0.431,0.496,0.297,0.567,-0.160,0.034,0.540,-0.170
418.000,291.000,0.481,0.754,-0.991,0.855,-1.063,0.050,0.467,-0.679,0.332,-0.568
340.000,143.000,-0.455,-0.649,0.865,0.633,0.299,0.354,-0.290,-0.263,-0.351,-0.147
101.000,133.000,-0.739,-0.240,0.084,0.418,0.709,-0.423,0.463,0.266,-0.469,-0.587
185.000,108.000,0.116,0.694,-0.258,-1.003,-0.155,0.005,0.509,-0.139,0.755,0.654
369.000,376.000,-0.261,-0.714,0.728,0.846,-0.180,-0.616,-0.809,0.211,-0.597,-0.201
356.000,56.000,0.084,1.017,0.581,-0.548,-0.232,0.172,-0.529,-0.088,0.289,-0.185
298.000,234.000,-0.497,0.819,-1.047,-1.003,-0.670,-0.030,-0.665,-0.663,0.453,-0.939
223.000,285.000,-0.176,0.594,0.495,0.032,0.562,-0.479,0.366,0.168,-0.507,-0.139
429.000,357.000,0.224,-0.123,-0.693,0.558,-0.245,0.420,0.182,-0.118,0.592,0.337
64.000,134.000,0.164,-0.572,-0.272,0.805,0.159,-0.233,0.298,0.563,0.235,0.681
413.000,321.000,-0.543,-0.650,-0.559,0.791,0.403,0.465,0.746,-0.491,-0.352,-0.787
421.000,407.000,0.174,0.148,-0.248,-0.779,-0.094,0.346,0.683,-0.574,0.169,0.310
219.000,140.000,-0.565,0.595,0.849,-0.276,0.603,0.093,-0.744,0.464,-0.825,-0.253
11.000,239.000,-0.198,0.093,0.528,0.676,-0.505,-0.239,-0.748,0.601,0.385,-0.652
226.000,385.000,0.038,0.675,0.903,0.726,-0.176,0.266,0.572,-0.036,0.149,-0.626
277.000,89.000,-0.061,0.474,-0.523,-0.154,-0.652,-0.254,-0.298,-0.213,0.257,-0.529
286.000,45.000,0.711,0.505,0.862,0.621,-0.043,-0.441,0.697,0.429,-0.138,0.616
112.000,377.000,0.432,-0.477,-0.605,-0.400,-0.828,-1.187,-0.007,0.462,0.109,0.609
123.000,343.000,-0.395,-0.802,0.544,-0.188,0.428,0.418,0.604,-0.547,-0.913,-0.780
28.000,169.000,0.711,0.833,0.842,0.159,-0.418,-0.673,-0.498,0.779,0.274,0.694
348.000,262.000,-0.061,-0.432,-0.494,-0.180,-0.232,-0.176,0.248,0.162,0.454,0.326
431.000,384.000,0.152,-0.641,-0.231,0.001,-0.752,-0.589,-0.119,0.098,-0.189,-0.271
374.000,215.000,0.101,0.336,0.113,-0.834,-0.033,-0.073,0.154,0.126,0.499,0.633
305.000,39.000,0.137,-0.861,-0.357,0.797,-0.791,-1.060,0.742,0.357,-0.242,-0.347
473.000,389.000,-0.241,-0.415,-0.302,-0.488,-0.135,-0.174,-0.004,0.354,0.640,0.378
451.000,420.000,0.465,-0.016,-0.147,1.062,0.528,0.805,0.405,-0.646,-0.713,0.083
162.000,387.000,-0.383,-0.370,-0.165,-0.754,0.190,-0.113,0.470,-0.052,0.082,0.070
361.000,248.000,-0.048,0.533,-0.574,0.659,-0.098,-0.151,0.825,-0.668,-0.530,-0.855
239.000,359.000,-0.015,-0.046,0.464,-0.558,-0.023,0.374,-0.078,-0.700,-0.018,0.555
305.000,260.000,0.189,0.194,-0.492,0.562,-0.361,-0.133,0.226,-0.304,-0.183,-0.374
210.000,418.000,0.252,-0.531,0.745,0.487,-0.481,0.611,-0.119,0.015,0.200,-0.244
135.000,77.000,0.758,0.307,-0.350,-0.432,-0.415,0.052,0.240,-0.316,0.179,0.821
322.000,454.000,-0.272,0.766,0.393,-0.134,0.532,0.323,-0.322,-0.039,0.030,-0.168
451.000,363.000,-0.109,-0.879,-0.396,-0.044,0.419,0.353,0.680,-0.402,-0.407,0.134
15.000,236.000,-0.195,0.392,-0.872,0.732,-0.462,0.281,-0.825,-0.080,0.645,-0.567
507.000,262.000,0.345,0.639,-0.002,0.733,0.175,0.703,-0.789,0.200,0.636,0.558
412.000,383.000,-0.780,-0.559,0.365,0.519,0.727,0.113,0.260,-0.131,-0.861,-1.093
341.000,60.000,-0.033,0.735,-0.269,-0.242,0.794,-0.068,-0.158,-0.312,-0.657,0.151
316.000,317.000,-0.285,-0.990,0.605,-0.963,0.327,-0.027,0.762,0.272,0.095,0.506
446.000,179.000,0.467,-0.349,0.005,0.860,-0.789,-0.547,0.537,0.401,0.244,0.119
288.000,158.000,0.560,0.541,-0.800,-0.802,-0.994,-0.645,-0.538,-0.351,-0.029,0.108
105.000,290.000,-0.562,0.239,-1.002,0.108,-0.601,-0.605,0.375,-0.066,0.492,-0.844
112.000,54.000,0.826,-0.653,0.427,-0.518,-0.526,-0.585,0.532,-0.052,-0.696,0.591
187.000,224.000,0.512,0.524,0.164,-0.814,-0.000,0.067,-0.785,-0.172,-0.223,0.589
